State,County,GeoFIPS,Region,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
NC,Hertford," ""37091""",5,Population (persons) 1/,Number of persons,23394,24211,23177,23240,23446,22784,23055,22954,23140,23243,23353,23368,23300,23270,23422,23329,23375,23386,23046,22802,22581,22355,22393,22457,22690,22637,22693,22651,22673,22578,22579,22598,22812,23547,23531,23729,23895,23981,24240,24473,24580,24764,24718,24600,24575,24582,24373,24209,23923,23878,23677
NC,Hoke," ""37093""",5,Population (persons) 1/,Number of persons,16573,16509,16955,17481,17479,17677,19145,18845,19233,18775,19613,20476,20789,21077,21186,21443,21612,22046,22583,22519,22775,22950,23293,24235,25440,27429,28452,29424,30314,31580,32833,33923,34722,35785,36505,38119,39798,41360,42496,43912,45406,47496,49468,50483,51155,51586,52739,52981,54138,54695,55234
NC,Hyde," ""37095""",5,Population (persons) 1/,Number of persons,5387,5577,5652,5629,5648,5501,5672,5900,6017,5918,5992,5886,5922,5879,5865,5861,5834,5756,5625,5503,5490,5406,5380,5425,5381,5346,5365,5409,5484,5915,5914,5833,5735,5846,5750,5712,5733,5621,5639,5764,5774,5811,5798,5689,5654,5600,5426,5434,5240,5026,4937
NC,Iredell," ""37097""",5,Population (persons) 1/,Number of persons,71264,72458,73874,76110,76868,77995,78383,77860,78973,80368,81775,82844,83819,84487,84787,86309,87100,87931,89348,90862,91787,93711,95901,97517,99474,101802,104653,107743,111061,115686,120031,123563,127136,130352,133099,136514,140514,146854,151944,156204,158387,159778,161037,162670,164582,166498,169453,172466,175634,178332,181806
NC,Jackson," ""37099""",5,Population (persons) 1/,Number of persons,21429,21735,22385,23328,23874,24423,24329,24550,25012,24618,25055,25912,26239,26400,26558,26742,26702,26273,26512,26606,26794,26926,27464,28026,28407,29373,30148,30797,31301,31851,32420,33303,33885,34587,35711,36555,37075,38129,38404,38994,39856,40368,40240,40636,41001,40920,41305,42622,43224,43600,43938
NC,Johnston," ""37101""",5,Population (persons) 1/,Number of persons,61672,61850,62821,64198,64366,65281,66764,67580,68192,69382,70168,70809,71441,72058,72559,74092,75858,77029,77911,78926,80004,81925,84521,87353,90285,93384,97914,102352,106905,112394,117765,123279,127487,132103,135628,140055,144417,149721,155695,161746,166478,169678,172446,174383,177227,180710,185104,190843,196374,202692,209339
NC,Jones," ""37103""",5,Population (persons) 1/,Number of persons,9615,9803,9931,9968,9826,9607,9808,9753,9706,9840,9605,9707,9688,9712,9760,9338,9384,9384,9320,9349,9376,9392,9479,9623,9902,10059,10104,10065,10193,10224,10350,10289,10215,10112,9957,10123,10053,9994,10035,9974,10143,10143,10060,10071,10007,9851,9777,9588,9573,9613,9419
NC,Lee," ""37105""",5,Population (persons) 1/,Number of persons,31093,30574,31186,32213,32657,33231,33635,33883,34820,35597,35837,36796,36999,37405,37862,38627,39719,40133,39970,40446,40882,41548,42065,42823,43806,44595,45698,46711,47611,48559,48766,49482,49853,49313,49372,49747,51056,52642,54106,55822,57359,57877,58531,59240,59762,59401,59371,59646,60403,61208,61779
NC,Lenoir," ""37107""",5,Population (persons) 1/,Number of persons,55308,55444,56565,57704,58100,58470,58455,59239,59390,59162,59303,59849,59787,59428,59537,59368,58856,58212,58124,57602,57303,57376,57718,58164,58716,59084,59666,59786,59846,59838,59863,59556,59421,59293,59142,59088,59195,59203,59072,59398,59421,59488,59411,59114,58732,58255,57981,57240,56622,55990,55949
NC,Lincoln," ""37109""",5,Population (persons) 1/,Number of persons,32016,32866,33927,35276,36687,37316,37942,38334,39042,40233,41091,42501,42894,43361,43629,44533,45601,46060,47106,48521,49189,50790,51947,53504,55356,56921,57757,58909,60343,61674,62955,64152,65352,66400,67444,68267,69902,72179,74139,76143,77573,78134,78297,78729,79111,79446,80607,81229,82557,84092,86111
NC,McDowell," ""37111""",5,Population (persons) 1/,Number of persons,30122,30699,30936,31492,32202,32534,33221,33393,33462,33856,34241,35264,35675,35838,35745,35899,35824,35612,35618,35553,35661,35770,36188,36473,36982,37620,38171,39384,40480,41229,41874,42265,42796,42911,43211,43390,43655,43969,44345,44768,44865,45102,45053,44999,45021,45007,44967,44866,45083,45465,45756
NC,Macon," ""37113""",5,Population (persons) 1/,Number of persons,15853,15911,16448,17017,17202,17561,18123,18292,19043,19507,20199,20378,21117,21677,22049,22529,22756,22642,22721,22853,23218,23623,23986,24441,24985,25459,26307,27208,27963,28554,29252,29959,30415,30870,31248,31667,32054,32736,33164,33608,33820,33959,33887,33806,33738,33824,34090,34262,34581,35274,35858
NC,Madison," ""37115""",5,Population (persons) 1/,Number of persons,16643,16023,16053,15882,15988,16153,16534,16461,16499,16589,16541,16894,17113,16919,16810,17018,17037,17120,17051,16924,16879,17027,17218,17424,17476,17835,18199,18604,18807,19222,19392,19668,19848,19890,19873,19992,20097,20265,20420,20585,20700,20777,20845,20882,21147,21187,21146,21367,21563,21665,21755
NC,Martin," ""37117""",5,Population (persons) 1/,Number of persons,25081,24684,24630,24715,24884,25011,25301,25473,25808,25905,25943,26011,26187,26089,26088,26090,25858,25694,25693,25542,25302,25049,25143,25126,25567,26073,26017,25988,25981,25752,25623,25506,25211,25055,24968,24822,24575,24651,24391,24404,24408,24506,24186,23845,23637,23435,23262,23122,22763,22660,22440
NC,Mecklenburg," ""37119""",5,Population (persons) 1/,Number of persons,341396,355143,360118,367982,374013,377072,377369,380273,383775,388690,395709,406495,413915,422435,428247,438304,448881,459459,473760,486215,499677,515605,530897,542185,558031,576276,596036,617328,639479,660552,682071,700458,720171,736422,753991,772949,798701,831507,862177,887991,908704,923242,943823,967063,990677,1010229,1033238,1056901,1078128,1093750,1110356
NC,Mitchell," ""37121""",5,Population (persons) 1/,Number of persons,13874,13498,13810,13770,13937,13884,14116,14288,14398,14556,14436,14427,14383,14316,14185,14302,14395,14315,14309,14431,14392,14469,14564,14671,14802,14865,15075,15175,15235,15367,15498,15725,15860,15856,15837,15928,15858,15699,15746,15740,15671,15512,15356,15330,15282,15174,15071,14996,14992,14996,14964
NC,Montgomery," ""37123""",5,Population (persons) 1/,Number of persons,19252,19294,19655,19893,20093,20404,20613,20675,20770,21198,21733,22496,22538,22495,22863,23164,23169,23078,23327,23135,23281,23489,23477,23946,24175,24379,24932,25281,25482,25937,26430,26892,26952,26991,27226,27077,27153,27311,27490,27716,27710,27729,27706,27522,27446,27283,27438,27301,27269,27077,27173
NC,Moore," ""37125""",5,Population (persons) 1/,Number of persons,38831,39259,40735,41728,43021,43584,44710,45570,46887,48071,49330,50615,50905,51394,52276,53331,53954,54904,55985,57469,58215,59347,60426,62020,63717,66041,67692,69188,70839,72185,73799,75177,76259,77521,78333,79475,80841,82838,84795,86122,87244,88594,89262,90191,91366,92816,94013,95405,97368,98805,100880
NC,Nash," ""37127""",5,Population (persons) 1/,Number of persons,59112,59318,60229,60833,62194,63223,64151,64922,66226,66794,67037,67377,68074,68784,69573,70149,71102,71639,72659,73056,74958,77060,78235,79292,80681,82378,83507,84531,85922,86493,87042,87696,88242,88843,89493,90262,90876,92127,93733,94718,95492,95786,95740,95187,94421,94200,93786,93953,94019,94094,94298
NC,New Hanover," ""37129""",5,Population (persons) 1/,Number of persons,81134,83678,87357,91434,94442,96688,98592,99827,101538,100714,101600,103912,105368,107489,108586,110154,112014,114273,115934,116958,118238,121140,125530,128946,133358,138365,143950,148892,153079,156948,158774,160887,164386,168147,171928,178362,185412,190791,194339,197709,200178,203284,205966,209045,212921,215963,219422,224809,228728,232256,234473
NC,Northampton," ""37131""",5,Population (persons) 1/,Number of persons,24191,23259,23930,23927,22956,22784,22865,23001,22994,23023,22843,22186,22084,21941,21863,21897,21912,21957,21547,21184,20939,21032,21051,20983,21027,21202,21507,21744,21884,21986,21981,22041,22063,22073,22101,21981,22180,22112,22293,22259,22102,22039,21916,21285,20856,20652,20533,20127,19890,19698,19483
NC,Onslow," ""37133""",5,Population (persons) 1/,Number of persons,100555,102582,100831,94669,93193,96362,112734,115272,116382,118455,113156,113515,116100,118881,124216,128297,133240,138143,141166,142695,149174,150098,151342,146370,147789,146760,147258,148658,147955,150773,149628,150678,151068,153397,150481,158837,157205,161185,163256,169059,173064,186892,184993,190678,192354,191822,193114,192314,195066,196915,197938
NC,Orange," ""37135""",5,Population (persons) 1/,Number of persons,56389,58134,61403,65806,67486,71077,69258,70832,73197,74103,75893,77266,77880,78644,80078,81299,83604,86149,88002,90396,92547,94232,96118,98745,102516,105940,108479,110365,112831,114896,116862,116141,118684,117667,118667,119320,121526,124286,127193,129764,132369,133981,134825,137817,139397,140321,141298,142800,143626,147980,148476
NC,Pamlico," ""37137""",5,Population (persons) 1/,Number of persons,9310,9454,9462,9450,9484,9360,9505,9662,9910,10104,10136,10413,10441,10636,10720,10920,11037,11113,11090,11185,11283,11395,11475,11603,11758,11926,12045,12165,12163,12326,12898,12913,12848,12919,12913,12849,13005,12995,13013,13094,13136,13109,13244,13019,12880,12872,12741,12765,12638,12633,12726
NC,Pasquotank," ""37139""",5,Population (persons) 1/,Number of persons,26861,26900,27253,27289,27224,27623,27471,27997,28187,28048,28228,28494,28535,28781,28767,29116,29493,30071,30371,30649,31011,31403,31636,32317,32966,33147,33315,33947,34757,35059,34913,34874,34787,35281,35673,36533,37741,38956,40049,40554,40541,40626,40266,40378,39548,39436,39384,39392,39386,39583,39824
NC,Pender," ""37141""",5,Population (persons) 1/,Number of persons,18092,18159,18205,18595,19299,19812,20213,20741,21114,21401,21692,22333,22550,22903,23241,23757,24390,25198,26226,27011,27985,29086,30040,30958,32537,33868,35194,36604,38069,39585,40538,41212,41610,42416,42949,44136,45485,47481,49181,50551,51636,52415,53175,53714,54779,55900,57426,58771,60719,62017,63060
NC,Perquimans," ""37143""",5,Population (persons) 1/,Number of persons,8507,8381,8514,8545,8559,8465,9141,8797,8865,9139,9486,9493,9498,9420,9472,9643,9944,10039,10178,10391,10449,10477,10484,10501,10599,10633,10661,10900,11000,11125,11234,11413,11533,11598,11696,11817,12102,12494,12901,13292,13273,13480,13498,13587,13634,13538,13463,13402,13439,13381,13463
NC,Person," ""37145""",5,Population (persons) 1/,Number of persons,26185,25972,26442,27248,27483,27599,27351,27658,27960,28289,28801,29180,29158,29356,29312,29397,29468,29700,29876,30143,30071,30314,30846,31211,31734,32091,32950,33533,34159,34772,35155,35759,36085,36751,37104,37391,37931,38244,38656,39016,39335,39411,39520,39175,39239,39114,39190,39270,39338,39436,39490
NC,Pitt," ""37147""",5,Population (persons) 1/,Number of persons,73617,74101,75306,74977,75787,75977,78887,80147,80948,81969,82819,90580,92047,93400,94750,96164,97730,99626,102001,104306,106474,109054,111965,114318,116728,119694,122525,124861,127812,130519,132554,134298,136605,139128,141610,144486,147929,152934,157479,162116,165581,168863,170791,172980,174380,174974,176071,177171,178607,179575,180742
NC,Polk," ""37149""",5,Population (persons) 1/,Number of persons,11773,11768,11959,12342,12479,12571,12638,12532,12720,12509,12690,13096,13509,13799,13734,14019,14025,13997,14062,14118,14290,14544,14764,15290,15652,16014,16544,17070,17570,17726,18024,18403,18683,18928,19064,19325,19557,19912,20145,20393,20531,20475,20288,20249,20388,20367,20414,20414,20564,20668,20724
NC,Randolph," ""37151""",5,Population (persons) 1/,Number of persons,76170,76727,78994,80396,82436,84374,84746,85452,86752,88455,89803,91628,92666,93626,94802,96392,97590,99143,100987,103329,105067,107194,109464,111512,113108,115093,117474,120566,123419,126022,128722,130995,132092,132989,134034,134732,136301,137885,138855,140297,141175,141985,141858,142270,142308,142474,142575,143062,143037,143249,143667
NC,Richmond," ""37153""",5,Population (persons) 1/,Number of persons,39271,39932,40466,41331,41074,41449,42019,42737,43374,44288,44784,45157,45005,44468,44490,44642,45103,44970,44538,44625,44602,44608,45037,45057,45507,45459,45731,46226,46365,46558,46449,46611,46480,46659,46292,46227,46310,46263,46390,46538,46537,46635,46651,46359,46133,45771,45429,45012,44827,44888,44829
NC,Robeson," ""37155""",5,Population (persons) 1/,Number of persons,84704,85055,86897,89841,91505,93191,95547,97309,98590,99702,100544,101830,102406,103114,103629,104114,104472,104108,104908,105216,105116,105543,106908,108918,111050,112947,114936,116858,118864,120876,122514,123334,123913,124676,125665,126117,127885,128894,130453,131734,132984,134493,135183,135462,135136,134931,134460,133383,132626,131884,130625
NC,Rockingham," ""37157""",5,Population (persons) 1/,Number of persons,72122,72642,74485,76298,77702,79057,79795,80456,80392,81527,82500,83647,84280,84428,84666,84735,85010,84934,85325,85774,85746,86283,86890,87195,87605,88229,89251,90251,90994,91429,91845,92090,92268,92798,92779,92382,92587,92960,93164,93299,93547,93661,93284,92691,91896,91790,91657,91308,90791,90617,91010
NC,Rowan," ""37159""",5,Population (persons) 1/,Number of persons,88555,90249,91728,92093,93456,93290,93780,93956,95321,96553,97925,99473,100319,101319,101934,102161,104406,105538,106017,108002,109448,110999,112566,114217,115947,118552,120783,123519,125871,127599,129436,130610,131852,132765,132562,132202,132527,134045,135626,137721,138562,138331,137805,137511,137690,138080,138497,139410,140356,141128,142088
NC,Rutherford," ""37161""",5,Population (persons) 1/,Number of persons,47611,47630,49060,49883,49975,50470,50992,51626,52099,52653,53206,53966,54521,55280,54955,55816,56153,55849,55933,56280,56496,57196,57843,58321,58906,59430,60103,60409,61094,61874,62511,63064,63671,63924,64475,64692,65126,65855,66305,67145,67561,67740,67416,67215,66847,66561,66375,66286,66529,66775,67029
NC,Sampson," ""37163""",5,Population (persons) 1/,Number of persons,45714,45244,46515,47094,46680,47068,48012,47848,48303,48462,48985,49659,49396,49170,48823,48836,48449,48003,48003,47876,47529,47499,48574,50030,51375,52708,53752,54862,56600,58012,59325,60242,60526,60732,61144,61376,61720,62118,62539,62837,63127,63532,63514,63708,63898,63796,63559,63225,63263,63345,63531
NC,Scotland," ""37165""",5,Population (persons) 1/,Number of persons,27142,26984,27489,28445,29074,29537,30132,30240,30901,31723,32056,32348,32553,32839,32958,33239,33004,32982,33428,33683,33566,33865,34030,34220,34629,34735,35021,35434,35501,35675,35926,35944,35851,35450,35442,36446,36405,36348,36399,36463,36313,36062,36275,36093,35911,35656,35321,35309,35174,34751,34823
NC,Stanly," ""37167""",5,Population (persons) 1/,Number of persons,42424,42998,44062,44819,45388,45481,45671,46015,46482,47026,47609,48554,48555,48757,48978,49744,50192,50227,50547,51006,51612,51906,52646,53092,53585,54376,54799,55455,56412,56918,57791,58246,58674,58689,58748,58638,58931,59185,59849,60418,60496,60579,60530,60462,60633,60618,60622,60826,61505,62180,62806
NC,Stokes," ""37169""",5,Population (persons) 1/,Number of persons,24040,23966,25017,26273,27203,28322,29339,29788,30344,31139,32160,33227,33690,34256,34371,34945,35371,35610,36183,36401,36803,37396,37806,38732,39050,40207,41170,42142,42906,43588,44255,44779,44974,45079,45331,45772,46165,46755,47079,47363,47422,47344,47142,46731,46514,46323,46159,45920,45724,45511,45591
NC,Surry," ""37171""",5,Population (persons) 1/,Number of persons,50765,51553,52530,53624,54611,55038,56105,56506,57491,57878,58466,59523,59637,59896,59818,60276,60525,60783,61100,61243,61387,61969,62872,63752,64837,65862,66828,67582,68739,69986,70942,71308,71782,72152,72404,72219,72562,72807,73027,73404,73505,73775,73496,73295,72643,72487,71998,72008,72107,71959,71783
NC,Swain," ""37173""",5,Population (persons) 1/,Number of persons,8276,8888,9158,9411,9183,9357,9910,10155,10256,10325,10349,10324,10457,10633,10751,10868,10848,10955,10932,10810,11157,11306,11489,11599,11812,11845,12011,12314,12500,12642,12799,13041,13030,13120,13199,13240,13463,13693,13819,13872,13933,14006,14007,14053,13977,14238,14326,14190,14263,14249,14271
NC,Transylvania," ""37175""",5,Population (persons) 1/,Number of persons,19811,19731,19988,20101,20608,21178,21685,22021,22509,22839,23195,23500,23763,24095,24260,24633,24950,25404,25404,25515,25604,25547,25768,26114,26681,27101,27304,27820,28225,28853,29160,29416,29619,30009,30073,30417,30910,31469,32061,32543,32852,33085,32807,32835,32827,32952,33157,33393,33767,34173,34385
NC,Tyrrell," ""37177""",5,Population (persons) 1/,Number of persons,3832,3825,3880,3872,3748,3778,3949,3935,3932,4032,4015,3984,4008,4059,3991,4008,4017,3951,3966,3914,3906,3856,3791,3852,3921,3878,3851,3820,3775,4033,4150,4126,4166,4235,4344,4289,4280,4339,4402,4353,4358,4415,4337,4122,4104,4120,4139,4024,4180,4115,4016
NC,Union," ""37179""",5,Population (persons) 1/,Number of persons,54035,55012,56607,58894,59859,62296,63002,63614,64928,66547,68095,70795,72020,73308,74133,75467,76715,77966,79616,81387,82885,84772,87227,89711,92912,96300,100597,104469,108519,113172,118621,125573,131661,138329,144244,151452,160835,172529,184782,193678,198533,202109,204888,208069,212200,217689,221949,226279,231350,235830,239859
NC,Vance," ""37181""",5,Population (persons) 1/,Number of persons,32765,32573,32449,32632,33720,33895,34037,34723,35522,35986,36427,36809,36942,37206,37380,37520,38005,38365,38648,38663,38544,39042,39337,39724,40009,40446,40609,41069,41578,42029,42530,43159,43932,44056,44030,44081,44136,44574,44676,44977,45223,45289,45288,45093,44491,44517,44459,44485,44281,44635,44535
NC,Wake," ""37183""",5,Population (persons) 1/,Number of persons,222177,230349,238168,245634,254390,263015,267380,272728,280166,286562,293545,303356,310149,316973,327627,342267,359163,372079,381548,396914,411341,430378,446158,463218,482940,504299,526599,549005,570540,592534,612728,633267,656819,676392,695746,716336,746048,784038,821607,856492,883624,906870,928787,952060,974198,997788,1022319,1048335,1071706,1091273,1111761
NC,Warren," ""37185""",5,Population (persons) 1/,Number of persons,15702,15592,16528,16911,16732,16226,16421,16043,16296,16475,16381,16247,16260,16293,16415,16695,16746,16853,17022,17130,17200,17303,17480,17734,17992,18139,18515,18692,19015,19805,19994,19913,20067,20131,20293,20464,20642,20513,20724,20923,20959,20987,20998,20764,20600,20385,20207,19884,19849,19819,19731
NC,Washington," ""37187""",5,Population (persons) 1/,Number of persons,14045,14031,14085,13677,13895,14043,15143,14928,15063,14731,14895,14770,14606,14476,14421,14275,14281,14222,14289,14265,14110,14012,14150,14275,14242,14413,14313,14116,13985,13804,13745,13695,13589,13472,13510,13393,13401,13305,13176,13300,13252,13119,12904,12662,12669,12476,12247,12070,11944,11769,11580
NC,Watauga," ""37189""",5,Population (persons) 1/,Number of persons,22665,23623,24995,26478,27949,29647,29762,30317,31093,30858,31050,31928,32880,33549,34029,34565,35083,35557,35782,36125,36737,37047,37458,38410,38921,39785,40569,41130,41633,41920,42412,42905,43853,44570,45095,45478,46390,47748,48765,50266,50706,50972,51626,52062,52295,52395,53093,54140,55181,56034,56177
NC,Wayne," ""37191""",5,Population (persons) 1/,Number of persons,85504,85747,87943,90151,90338,91807,92498,93352,94674,96788,97135,97314,98066,98603,99391,100393,101193,100205,101296,102269,103938,104896,106545,107614,108374,109459,111578,112898,113366,113429,113176,113648,113934,114305,114595,116484,117009,117534,118942,119910,121217,122886,124038,124559,124587,124586,124342,124269,123034,123237,123131
NC,Wilkes," ""37193""",5,Population (persons) 1/,Number of persons,49572,49840,51613,53248,53993,54838,55460,56157,57073,58156,58795,58747,58934,59191,59392,59780,59848,59567,59886,59875,59570,59502,59845,60352,60676,61339,61825,62884,63507,64132,65092,65839,66694,67202,67617,67668,68104,68489,68966,69317,69258,69264,68948,68906,68609,68414,68298,68581,68489,68563,68412
NC,Wilson," ""37195""",5,Population (persons) 1/,Number of persons,56398,57609,58364,58095,58876,59587,60115,60201,61215,61476,62277,63233,63446,63816,64248,64542,64380,64547,65203,65493,66019,66238,66925,67640,67981,68953,69546,70272,71028,72002,73166,73971,74232,75213,75685,76140,76775,77379,78474,79790,80664,81294,81155,81396,81189,81007,81240,81307,81436,81392,81801
NC,Yadkin," ""37197""",5,Population (persons) 1/,Number of persons,24464,24719,25393,26218,26492,27116,27234,27637,27663,27826,28226,28523,28775,29072,29175,29319,29352,29574,29952,30291,30349,30576,31038,31537,32049,32698,33555,34336,34891,35366,35805,36516,36837,37285,37301,37265,37591,37881,37965,38225,38293,38433,38342,38144,38063,37846,37619,37653,37588,37481,37667
NC,Yancey," ""37199""",5,Population (persons) 1/,Number of persons,12841,12703,13023,13305,13474,13568,14089,14453,14608,14757,14864,14965,15045,15117,15052,15217,15351,15467,15578,15539,15500,15459,15758,15876,16065,16322,16574,16761,17066,17260,17612,17768,17789,17710,17664,17704,17757,17814,18000,18016,17931,17805,17690,17624,17549,17542,17550,17610,17697,17873,18069
OH,Adams," ""39001""",3,Population (persons) 1/,Number of persons,18895,19117,19870,20687,21847,22525,22247,23178,23546,23933,23977,24351,24388,24459,24111,23861,24118,24306,24688,24887,25206,25411,25731,26044,26299,26550,26823,27273,27291,27422,27422,27317,27522,27817,28111,28328,28522,28615,28538,28686,28500,28537,28459,28293,28089,28066,27926,27807,27753,27694,27698
OH,Allen," ""39003""",3,Population (persons) 1/,Number of persons,110340,111084,111437,110643,110245,110637,110806,109853,110465,109828,111247,112188,111726,109826,108936,109642,109601,109755,110123,110518,110270,109841,109916,110242,110262,110138,109841,109573,109150,108599,108192,108589,108523,108518,107418,106826,106861,106716,106717,106773,106518,106358,105988,105244,105055,104848,104095,103613,103093,102725,102351
OH,Ashland," ""39005""",3,Population (persons) 1/,Number of persons,42746,43262,43234,43852,44218,44156,44832,44432,44681,45312,45778,46242,46396,46427,46186,46493,46572,46297,46448,46949,47499,47569,48099,48709,49865,50607,50581,51047,51508,52013,52431,52502,52560,52595,52867,52852,53048,53231,53544,53499,53305,53321,53252,53239,53153,53161,53310,53520,53662,53706,53484
OH,Ashtabula," ""39007""",3,Population (persons) 1/,Number of persons,97679,98623,100668,100833,100439,101120,102009,101153,101552,102492,103770,104019,102998,102945,101955,101387,100761,100195,99864,99929,99664,99992,100255,100657,101092,101479,101821,102128,102703,102836,102796,102705,102450,102577,102667,102648,102638,102340,102156,101826,101584,101403,101085,100252,99746,99027,98404,98171,97748,97587,97241
OH,Athens," ""39009""",3,Population (persons) 1/,Number of persons,49183,55971,57227,57468,56143,53964,52288,51503,53959,55066,55153,56479,56674,57432,57704,57695,58208,58343,59343,59046,59612,59511,59728,59739,60240,60377,60881,61205,61172,61417,61856,62324,62997,63401,63827,63230,64075,64237,64102,64546,64618,65173,65079,64610,64594,64783,65886,66352,66503,65519,65327
OH,Auglaize," ""39011""",3,Population (persons) 1/,Number of persons,38277,38704,39244,39505,40377,40859,42495,41349,41514,42048,42468,42665,43013,42899,42808,43192,43394,43595,43914,44380,44501,44684,45257,45793,46106,46262,46454,46682,46583,46671,46663,46186,46137,45943,45872,45932,46166,46034,45977,46167,45996,45898,45741,45770,45801,45737,45734,45766,45753,45736,45656
OH,Belmont," ""39013""",3,Population (persons) 1/,Number of persons,80453,81375,83416,83116,82688,82288,82905,83242,82571,82262,83377,82464,81859,81403,80575,79285,77482,75517,74336,73157,72239,70857,70697,70706,70620,70336,70049,71653,71339,71363,70587,70172,69901,70293,70219,70241,70203,70469,70430,70356,70439,70333,70122,69709,69563,69367,68973,68606,68002,67533,67006
OH,Brown," ""39015""",3,Population (persons) 1/,Number of persons,26477,26835,27710,28855,29251,29501,30143,30109,30608,31310,31587,31982,32158,32150,32052,32162,32666,32930,33284,33901,34574,35138,35625,36351,37141,38154,38746,39398,40138,40808,41544,42566,42839,43368,43794,43995,44161,44334,44490,44668,44740,44863,44629,44281,44111,43933,43697,43638,43523,43570,43432
OH,Butler," ""39017""",3,Population (persons) 1/,Number of persons,223766,226880,229294,232421,236933,239035,240718,241398,245884,251379,256493,259532,261926,262015,262757,267077,270444,274324,280021,283064,286469,292903,299492,305085,310942,314626,318290,322122,325431,328265,330751,333368,336679,339514,343022,346655,350732,356691,361192,364179,366633,369102,370123,370550,371395,373750,375998,378354,380607,382000,383134
OH,Carroll," ""39019""",3,Population (persons) 1/,Number of persons,21489,21673,22061,22507,23320,24018,24325,24709,25173,25714,25591,25591,25508,25701,25964,26038,26144,26230,26356,26310,26399,26541,26878,27025,27316,27545,27890,28124,28470,28637,28763,28851,28961,29172,29325,29297,29118,29163,29062,28999,28917,28846,28820,28538,28257,28129,27718,27621,27324,27082,26914
OH,Champaign," ""39021""",3,Population (persons) 1/,Number of persons,30445,30539,30936,30963,30733,32324,32299,32851,33187,33437,33860,33654,33599,33780,33637,33906,34166,34298,34822,35198,35728,36110,36411,36634,37035,37351,37644,37990,38168,38443,38669,38941,39047,39280,39395,39565,39592,40018,40127,40263,40265,40078,39824,39573,39461,39078,38963,38741,38851,38785,38885
OH,Clark," ""39023""",3,Population (persons) 1/,Number of persons,153853,157639,160007,157903,157377,155828,154645,151748,150753,150681,150789,150149,149463,147821,147142,147100,147075,147403,147514,147992,147720,147596,147747,147584,147442,147355,147289,147116,146268,145742,145159,144605,143803,143229,141758,141380,141367,140668,139829,139404,138778,138274,137811,137171,136638,136311,135746,134723,134549,134528,134083
OH,Clermont," ""39025""",3,Population (persons) 1/,Number of persons,96202,95893,98285,99375,102799,104723,109635,111828,115416,120617,124804,129032,130938,132719,134129,135550,137393,139924,143332,145624,147784,150920,154020,157006,160158,162726,165351,167937,170952,173634,176389,177960,179845,182143,184446,187281,189486,192209,194346,195891,196512,197604,198859,199487,200447,201454,201995,203165,204260,205526,206428
OH,Clinton," ""39027""",3,Population (persons) 1/,Number of persons,31202,31476,31771,31980,32454,32942,33265,33489,33960,34363,34600,34608,34553,34210,34238,34060,34021,34193,34601,34589,34959,35581,35998,36483,36807,37309,37643,38275,38991,39554,40104,40566,40777,41042,41250,41557,41775,42499,42576,42656,42418,41922,41913,41819,41864,41805,41839,41887,42004,42085,41968
OH,Columbiana," ""39029""",3,Population (persons) 1/,Number of persons,108063,108518,109671,110439,111490,111659,112224,112741,113764,114711,113842,113428,112599,112463,111217,109992,109127,108181,107885,107677,107847,108500,109386,110346,111043,111357,111625,111761,111854,112044,112151,112048,111370,111097,111000,110627,109784,109673,109153,108469,107948,107890,107419,106620,105959,105621,104714,103817,103062,102473,101883
OH,Coshocton," ""39031""",3,Population (persons) 1/,Number of persons,33427,33533,33944,34895,35194,35135,35718,35356,35261,35486,35764,36076,36202,36146,35972,35948,35438,35366,35324,35451,35549,35451,35605,35743,36005,36089,36297,36391,36530,36531,36526,36724,36975,37149,37288,37421,37363,37339,37184,36953,36878,36938,36931,36823,36723,36531,36577,36617,36536,36596,36600
OH,Crawford," ""39033""",3,Population (persons) 1/,Number of persons,50249,50588,51714,51439,51810,51412,51161,51233,50860,51428,50803,50074,49960,49232,48840,48948,48663,48478,48389,48229,48210,47819,47745,47647,47582,47448,47516,47513,47400,47380,47156,46827,46533,46271,45928,45776,45536,44907,44634,44291,43921,43754,43310,42776,42713,42407,42324,42095,41710,41484,41494
OH,Cuyahoga," ""39035""",3,Population (persons) 1/,Number of persons,1707568,1718159,1707624,1670022,1643761,1617124,1595224,1578078,1559083,1538678,1514191,1496615,1485870,1474693,1472065,1466936,1458564,1448590,1438907,1421546,1417480,1412363,1417671,1422812,1426966,1426291,1422616,1418382,1411041,1405644,1399752,1391959,1382520,1371493,1359929,1346714,1330612,1312816,1301540,1291479,1285082,1278088,1270331,1266106,1265442,1263201,1258739,1254144,1247581,1241718,1235072
OH,Darke," ""39037""",3,Population (persons) 1/,Number of persons,48095,49310,50238,51235,52262,53883,54301,55215,55079,54686,55593,55018,54584,53414,53459,53523,53545,53389,53552,53948,53787,53618,53589,53579,53635,53757,53792,53889,53692,53467,53375,53291,53110,53011,53190,53236,53200,53023,52996,52909,52829,52963,52653,52515,52306,52184,51981,51624,51549,51299,51113
